Initialization Started (2023-04-20 23:00:20) - Model: 21
100002, 0.00, 97, 0.00, 0.00, 3300, 0.00, 0.00, 0, -1, -1, 0.00000, 0, 0, 0, 0.00000, 5608080, 5608081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 5708080, 5708081, 0.00000, 0, 0, 0
100000, 20.33, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 5808080, 5808081, 0.00000, 0, 0, 0
100000, 20.32, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 5908080, 5908081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6008080, 6008081, 0.00000, 0, 0, 0
100000, 20.31, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6108080, 6108081, 0.00000, 0, 0, 0
100000, 20.32, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6208080, 6208081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6308080, 6308081, 0.00000, 0, 0, 0
100000, 20.32, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6408080, 6408081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6508080, 6508081, 0.00000, 0, 0, 0
100000, 20.30, 1, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 1, 0, 0, 0.00000, 6608080, 6612088, 0.00000, 0, 0, 0
100000, 20.31, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6708080, 6708081, 0.00000, 0, 0, 0
100000, 20.32, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6808080, 6808081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 6908080, 6908081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7008080, 7008081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7108080, 7108081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7208080, 7208081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7308080, 7308081, 0.00000, 0, 0, 0
100000, 20.31, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7408080, 7408081, 0.00000, 0, 0, 0
100000, 20.31, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7508080, 7508081, 0.00000, 0, 0, 0
100000, 20.31, 4, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 1, 0, 0, 0.00000, 7608080, 7615274, 0.00000, 0, 0, 0
100000, 20.32, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7708080, 7708081, 0.00000, 0, 0, 0
100000, 20.30, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7808080, 7808081, 0.00000, 0, 0, 0
100000, 20.31, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 7908080, 7908081, 0.00000, 0, 0, 0
100000, 20.31, 97, 0.00, 0.00, 3300, 0.00, 0.00, -3, -1, -1, 0.00000, 0, 0, 0, 0.00000, 8008080, 8008081, 0.00000, 0, 0, 0
